Key,City
Ethiopia/Dire Dawa,Dire Dawa
Ethiopia/Dodola,Dodola
Ethiopia/Dubti,Dubti
Ethiopia/Felege Neway,Felege Neway
Ethiopia/Fiche,Fiche
Ethiopia/Finote Selam,Finote Selam
Ethiopia/Gambela,Gambela
Ethiopia/Gebre Guracha,Gebre Guracha
Ethiopia/Gedo,Gedo
Ethiopia/Gelemso,Gelemso
Ethiopia/Genet,Genet
Ethiopia/Gewane,Gewane
Ethiopia/Ghinnir,Ghinnir
Ethiopia/Gidole,Gidole
Ethiopia/Giyon,Giyon
Ethiopia/Goba,Goba
Ethiopia/Gondar,Gondar
Ethiopia/Guder,Guder
Ethiopia/Hagere Hiywet,Hagere Hiywet
Ethiopia/Hagere Maryam,Hagere Maryam
Ethiopia/Hagere Selam,Hagere Selam
Ethiopia/Harar,Harar
Ethiopia/Hirna,Hirna
Ethiopia/Huruta,Huruta
Ethiopia/Inda Silase,Inda Silase
Ethiopia/Jijiga,Jijiga
Ethiopia/Jinka,Jinka
Ethiopia/K'olito,K'olito
Ethiopia/Kemise,Kemise
Ethiopia/Kibre Mengist,Kibre Mengist
Ethiopia/Kofele,Kofele
Ethiopia/Kombolcha,Kombolcha
Ethiopia/Konso,Konso
Ethiopia/Korem,Korem
Ethiopia/Lalibela,Lalibela
Ethiopia/Leku,Leku
Ethiopia/Maych'ew,Maych'ew
Ethiopia/Mega,Mega
Ethiopia/Mendi,Mendi
Ethiopia/Metahara,Metahara
Ethiopia/Metu,Metu
Ethiopia/Mizan Teferi,Mizan Teferi
Ethiopia/Mojo,Mojo
Ethiopia/Nazret,Nazret
Ethiopia/Negele,Negele
Ethiopia/Omorate,Omorate
Ethiopia/Robit,Robit
Ethiopia/Sebeta,Sebeta
Ethiopia/Semera,Semera
Ethiopia/Sendafa,Sendafa
Ethiopia/Shaguby,Shaguby
Ethiopia/Shakiso,Shakiso
Ethiopia/Shambu,Shambu
Ethiopia/Shashamane,Shashamane
Ethiopia/Shinile,Shinile
Ethiopia/Sirre,Sirre
Ethiopia/Tippi,Tippi
Ethiopia/Tulu Bolo,Tulu Bolo
Ethiopia/Turmi,Turmi
Ethiopia/Wendo,Wendo
Ethiopia/Wenji,Wenji
Ethiopia/Were Ilu,Were Ilu
Ethiopia/Werota,Werota
Ethiopia/Yabelo,Yabelo
Ethiopia/Yirga 'Alem,Yirga 'Alem
Ethiopia/Ziway,Ziway
Europa Island/Île Europa,Île Europa
Falkland Islands/Stanley,Stanley
Faroe Islands/Torshavn,Torshavn
Federated States of Micronesia/Chuuk Islands,Chuuk Islands
Federated States of Micronesia/Finfoko,Finfoko
Federated States of Micronesia/Inkoeya,Inkoeya
Federated States of Micronesia/Kanif,Kanif
Federated States of Micronesia/Kolonia,Kolonia
Federated States of Micronesia/Laay,Laay
Federated States of Micronesia/Malsu,Malsu
Federated States of Micronesia/Palikir,Palikir
Federated States of Micronesia/Sialat,Sialat
Federated States of Micronesia/Ulithi Atoll,Ulithi Atoll
Federated States of Micronesia/Yap,Yap
Fiji/Lambasa,Lambasa
Fiji/Nadi,Nadi
Fiji/Naitonitoni,Naitonitoni
Fiji/Rotuma Island,Rotuma Island
Fiji/Savusavu,Savusavu
Fiji/Suva,Suva
Fiji/Undu Point,Undu Point
Fiji/Waiyevo,Waiyevo
Finland/Hanko,Hanko
Finland/Helsinki,Helsinki
Finland/Ivalo,Ivalo
Finland/Joensuu,Joensuu
Finland/Jokioinen,Jokioinen
Finland/Jyvaskyla,Jyvaskyla
Finland/Kajaani,Kajaani
Finland/Kauhava,Kauhava
Finland/Kemi,Kemi
Finland/Kokkola,Kokkola
Finland/Kouvola,Kouvola
Finland/Kuopio,Kuopio
Finland/Kuorevesi,Kuorevesi
Finland/Kuusamo,Kuusamo
Finland/Lahti,Lahti
Finland/Nato,Nato
Finland/Oulu,Oulu
Finland/Porho,Porho
Finland/Pori,Pori
Finland/Sodankyla,Sodankyla
Finland/Tampere,Tampere
Finland/Turku,Turku
Finland/Vaasa,Vaasa
Finland/Virolahti,Virolahti
France/Ajaccio,Ajaccio
France/Avignon,Avignon
France/Avord,Avord
France/Bastia,Bastia
France/Beauvais,Beauvais
France/Biarritz,Biarritz
France/Blagnac,Blagnac
France/Bohain-en-Vermandois,Bohain-en-Vermandois
France/Bordeaux,Bordeaux
France/Boulogne,Boulogne
France/Bourges,Bourges
France/Brest,Brest
France/Caen,Caen
France/Calvi,Calvi
France/Cambrai,Cambrai
France/Cannes,Cannes
France/Cap Capet,Cap Capet
France/Cap Ferrat,Cap Ferrat
France/Carcassonne,Carcassonne
France/Cazaux,Cazaux
France/Charolles,Charolles
France/Chateaudun,Chateaudun
France/Chateauroux,Chateauroux
France/Chaumont,Chaumont
France/Cherbourg,Cherbourg
France/Clermont,Clermont
France/Cognac,Cognac
France/Colmar,Colmar
France/Coulommiers,Coulommiers
France/Creil,Creil
France/Cugnaux,Cugnaux
France/Dax,Dax
France/Dieppe,Dieppe
France/Dijon,Dijon
France/Dinard,Dinard
France/Dreux,Dreux
France/Dunkerque,Dunkerque
France/Evreux,Evreux
France/Florange,Florange
France/Gourdon,Gourdon
France/Jurancon,Jurancon
France/La Rochelle,La Rochelle
France/Landivinisiau,Landivinisiau
France/Laon,Laon
France/Le Grand-Avis,Le Grand-Avis
France/Le Havre,Le Havre
France/Le Mans,Le Mans
France/Le Palais,Le Palais
France/Lille,Lille
France/Lorient,Lorient
France/Lure,Lure
France/Luxeuil-les-Bains,Luxeuil-les-Bains
France/Lyon,Lyon
France/Marseille,Marseille
France/Merville,Merville
France/Metz,Metz
France/Millau,Millau
France/Mirecourt,Mirecourt
France/Montelimar,Montelimar
France/Montpellier,Montpellier
France/Mulhouse,Mulhouse
France/Nancy,Nancy
France/Nantes,Nantes
France/Nice,Nice
France/Nimes,Nimes
France/Nonancourt,Nonancourt
France/Orange,Orange
France/Orleans,Orleans
France/Ouessant Island,Ouessant Island
France/Paimpol,Paimpol
France/Paris,Paris
France/Perpignan,Perpignan
France/Phalsbourg,Phalsbourg
France/Pic du Midi de Bigorre,Pic du Midi de Bigorre
France/Poitiers,Poitiers
France/Pontoise-Cormeil,Pontoise-Cormeil
France/Port-en-Bessin-Huppain,Port-en-Bessin-Huppain
France/Reims,Reims
France/Rennes,Rennes
France/Rochefort,Rochefort
France/Rocroi,Rocroi
France/Rouen,Rouen
France/Saint-Avold,Saint-Avold
France/Sete,Sete
France/Solenzara,Solenzara
France/St.-Pere-en-Retz,St.-Pere-en-Retz
France/St.-Pierre-des-Corps,St.-Pierre-des-Corps
France/St.-Tropez,St.-Tropez
France/Strasbourg,Strasbourg
France/Suippes,Suippes
France/Sully-sur-Loire,Sully-sur-Loire
France/Toulon,Toulon
France/Toulouse,Toulouse
France/Valence,Valence
France/Vannes,Vannes
France/Vauvert,Vauvert
France/Vichy,Vichy
France/Ville-de-Marsan,Ville-de-Marsan
France/Vouziers,Vouziers
France/Woippy,Woippy
French Guiana/Cayenne,Cayenne
French Guiana/St.-Laurent du Maroni,St.-Laurent du Maroni
French Polynesia/Ahurei,Ahurei
French Polynesia/Akaputu,Akaputu
French Polynesia/Atoll Mururoa,Atoll Mururoa
French Polynesia/Atuona,Atuona
French Polynesia/Bora-Bora,Bora-Bora
French Polynesia/Faanui,Faanui
French Polynesia/Hitiaa,Hitiaa
French Polynesia/Papao,Papao
French Polynesia/Papeete,Papeete
French Polynesia/Vaitape,Vaitape
French Southern and Antarctic Lands/Boomerang Ridge,Boomerang Ridge
French Southern and Antarctic Lands/La Tour Blanche,La Tour Blanche
French Southern and Antarctic Lands/Port-Aux-Francais,Port-Aux-Francais
Gabon/Bitam,Bitam
Gabon/Booué,Booué
Gabon/Cocobeach,Cocobeach
Gabon/Fougamou,Fougamou
Gabon/Franceville,Franceville
Gabon/Gamba,Gamba
Gabon/Koulamoutou,Koulamoutou
Gabon/Lambarene,Lambarene
Gabon/Libreville,Libreville
Gabon/Lékoni,Lékoni
Gabon/Mayumba,Mayumba
Gabon/Mbigou,Mbigou
Gabon/Mimongo,Mimongo
Gabon/Mitzic,Mitzic
Gabon/Mouila,Mouila
Gabon/Mounana,Mounana
Gabon/Ndendé,Ndendé
Gabon/Ndjolé,Ndjolé
Gabon/Ntoum,Ntoum
Gabon/Okondja,Okondja
Gabon/Omboué,Omboué
Gabon/Oyem,Oyem
Gabon/Port Gentil,Port Gentil
Gabon/Tchibanga,Tchibanga
Georgia/Batumi,Batumi
Georgia/Gagra,Gagra
Georgia/Gudauta,Gudauta
Georgia/Kutaisi,Kutaisi
Georgia/Poti,Poti
Georgia/Sukhumi,Sukhumi
Georgia/Tbilisi,Tbilisi
Germany/Ansbach,Ansbach
Germany/Bad Krozingen,Bad Krozingen
Germany/Bad Windsheim,Bad Windsheim
Germany/Baden Baden,Baden Baden
Germany/Bamberg,Bamberg
Germany/Bayreuth,Bayreuth
Germany/Berlin,Berlin
Germany/Bitburg,Bitburg
Germany/Boizenburg,Boizenburg
Germany/Bremen,Bremen
Germany/Bremerhaven,Bremerhaven
Germany/Brocken,Brocken
Germany/Bruggen,Bruggen
Germany/Buckeburg,Buckeburg
Germany/Chemnitz,Chemnitz
Germany/Cologne,Cologne
Germany/Cottbus,Cottbus
Germany/Cuxhaven,Cuxhaven
Germany/Diepholz,Diepholz
Germany/Dresden,Dresden
Germany/Duisburg,Duisburg
Germany/Düsseldorf,Düsseldorf
Germany/Emden,Emden
Germany/Emstek,Emstek
Germany/Erfurt,Erfurt
Germany/Essen,Essen
Germany/Fassburg,Fassburg
Germany/Fichtelberg,Fichtelberg
Germany/Flensburg,Flensburg
Germany/Frankfurt,Frankfurt
Germany/Freiburg,Freiburg
Germany/Friedrichshafen,Friedrichshafen
Germany/Gardelegen,Gardelegen
Germany/Garmisch-Partenkirchen,Garmisch-Partenkirchen
Germany/Geilenkirchen,Geilenkirchen
Germany/Giebelstadt,Giebelstadt
Germany/Giessen,Giessen
Germany/Gorlitz,Gorlitz
Germany/Grafenwohr,Grafenwohr
Germany/Greifswald,Greifswald
Germany/Gutersloh,Gutersloh
Germany/Hamburg,Hamburg
Germany/Hanau,Hanau
Germany/Hannover,Hannover
Germany/Helgoland,Helgoland
Germany/Hof,Hof
Germany/Hohenpeissenberg,Hohenpeissenberg
Germany/Hopsten,Hopsten
Germany/Ingolstadt,Ingolstadt
Germany/Jever,Jever
Germany/Kaiserslautern,Kaiserslautern
Germany/Karlsruhe,Karlsruhe
Germany/Kiel,Kiel
Germany/Lahr,Lahr
Germany/Landsberg,Landsberg
Germany/Leipheim,Leipheim
Germany/Leipzig,Leipzig
Germany/Leverkusen,Leverkusen
Germany/Lindberg,Lindberg
Germany/Lubeck,Lubeck
Germany/Mannheim,Mannheim
Germany/Munich,Munich
Germany/Neuburg,Neuburg
Germany/Neustrelitz,Neustrelitz
Germany/Norderney Island,Norderney Island
Germany/Nordholz,Nordholz
Germany/Norvenich,Norvenich
Germany/Nuremberg,Nuremberg
Germany/Ochtendung,Ochtendung
Germany/Oldenburg,Oldenburg
Germany/Passau,Passau
Germany/Plauen,Plauen
Germany/Ramstein-Miesenbach,Ramstein-Miesenbach
Germany/Regensberg,Regensberg
Germany/Regensburg,Regensburg
Germany/Saarbrucken,Saarbrucken
Germany/Schleswig,Schleswig
Germany/Simmern,Simmern
Germany/Sonneberg,Sonneberg
Germany/Stotten,Stotten
Germany/Stuttgart,Stuttgart
Germany/Ueckermunde,Ueckermunde
Germany/Ulm,Ulm
Germany/Warnemunde,Warnemunde
Germany/Weiden,Weiden
Germany/Weimar,Weimar
Germany/Weissenburg,Weissenburg
Germany/Wiesbaden,Wiesbaden
Germany/Wildenrath,Wildenrath
Germany/Wittenberg,Wittenberg
Germany/Wittenberge,Wittenberge
Germany/Wittmund,Wittmund
Germany/Wunstorf,Wunstorf
Germany/Wurzburg,Wurzburg
Germany/Zugspitze,Zugspitze
Germany/Zweibrucken,Zweibrucken
Ghana/Aboso,Aboso
Ghana/Aburi,Aburi
Ghana/Accra,Accra
Ghana/Achiaman,Achiaman
Ghana/Ada,Ada
Ghana/Agogo,Agogo
Ghana/Akim Swedru,Akim Swedru
Ghana/Akropong,Akropong
Ghana/Akuse,Akuse
Ghana/Akwatia,Akwatia
Ghana/Anloga,Anloga
Ghana/Apam,Apam
Ghana/Asamankese,Asamankese
Ghana/Axim,Axim
Ghana/Bawku,Bawku
Ghana/Bechem,Bechem
Ghana/Begoro,Begoro
Ghana/Bekwai,Bekwai
Ghana/Berekum,Berekum
Ghana/Bibiani,Bibiani
Ghana/Bole,Bole
Ghana/Bolgatanga,Bolgatanga
Ghana/Cape Coast,Cape Coast
Ghana/Dome,Dome
Ghana/Duayaw Nkwanta,Duayaw Nkwanta
Ghana/Dunkwa,Dunkwa
Ghana/Ejura,Ejura
Ghana/Elmina,Elmina
Ghana/Foso,Foso
Ghana/Gbawe,Gbawe
Ghana/Ho,Ho
Ghana/Hohoe,Hohoe
Ghana/Kasoa,Kasoa
Ghana/Keta,Keta
Ghana/Kibi,Kibi
Ghana/Kintampo,Kintampo
Ghana/Koforidua,Koforidua
Ghana/Konongo,Konongo
Ghana/Kpandae,Kpandae
Ghana/Kpandu,Kpandu
Ghana/Kumasi,Kumasi
Ghana/Mampong,Mampong
Ghana/Mpraeso,Mpraeso
Ghana/Mumford,Mumford
Ghana/Nkawkaw,Nkawkaw
Ghana/Nsawam,Nsawam
Ghana/Nungua,Nungua
Ghana/Obuasi,Obuasi
Ghana/Oda,Oda
Ghana/Prestea,Prestea
Ghana/Salaga,Salaga
Ghana/Saltpond,Saltpond
Ghana/Savelugu,Savelugu
Ghana/Shama Junction,Shama Junction
Ghana/Suhum,Suhum
Ghana/Swedru,Swedru
Ghana/Tafo,Tafo
Ghana/Takoradi,Takoradi
Ghana/Tamale,Tamale
Ghana/Tarkwa,Tarkwa
Ghana/Techiman,Techiman
Ghana/Tema,Tema
Ghana/Teshie,Teshie
Ghana/Wa,Wa
Ghana/Wenchi,Wenchi
Ghana/Winneba,Winneba
Gibraltar/Gibraltar,Gibraltar
Glorioso Islands/Iles Glorieuses,Iles Glorieuses
Greece/Agrinio,Agrinio
Greece/Alexandroupolis,Alexandroupolis
Greece/Alíartos,Alíartos
Greece/Analipsi,Analipsi
Greece/Andravidha,Andravidha
Greece/Araxos,Araxos
Greece/Argostoli,Argostoli
Greece/Arta,Arta
Greece/Athens,Athens
Greece/Corfu,Corfu
Greece/Dhekélia,Dhekélia
Greece/Elefsína,Elefsína
Greece/Elevsis,Elevsis
Greece/Florina,Florina
Greece/Ierapetra,Ierapetra
Greece/Ioannina,Ioannina
Greece/Ioannina - Airport,Ioannina - Airport
Greece/Iraklion,Iraklion
Greece/Kalamata,Kalamata
Greece/Kato Akhaia,Kato Akhaia
Greece/Kavala,Kavala
Greece/Kithira,Kithira
Greece/Kivéri,Kivéri
Greece/Kos,Kos
Greece/Kozani,Kozani
Greece/Kýthira,Kýthira
Greece/Lamia,Lamia
Greece/Larisa,Larisa
Greece/Levkas,Levkas
Greece/Limnos,Limnos
Greece/Mataranga,Mataranga
Greece/Methoni,Methoni
Greece/Mitilini,Mitilini
Greece/Mytilíni,Mytilíni
Greece/Naxos,Naxos
Greece/Nea Ankhialos,Nea Ankhialos
Greece/Néa Filadélfeia,Néa Filadélfeia
Greece/Patras,Patras
Greece/Preveza,Preveza
Greece/Pýrgos,Pýrgos
Greece/Rethymno,Rethymno
Greece/Rhodes,Rhodes
Greece/Samos,Samos
Greece/Serres,Serres
Greece/Siteía,Siteía
Greece/Skýros,Skýros
Greece/Soúda,Soúda
Greece/Sámos,Sámos
Greece/Tanágra,Tanágra
Greece/Thessaloniki,Thessaloniki
Greece/Tripoli,Tripoli
Greece/Tríkala,Tríkala
Greece/Tympáki,Tympáki
Greece/Volos,Volos
Greece/Vélo,Vélo
Greece/Ástros,Ástros
Greenland/Aappilattoq,Aappilattoq
Greenland/Akunnaaq,Akunnaaq
Greenland/Ammassalik,Ammassalik
Greenland/Anordliutsoq,Anordliutsoq
Greenland/Aputiteeq,Aputiteeq
Greenland/Aqisserniaq,Aqisserniaq
Greenland/Atammik,Atammik
Greenland/Attu,Attu
Greenland/Avigaat,Avigaat
Greenland/Birgit Koch Tinder,Birgit Koch Tinder
Greenland/Carey Island,Carey Island
Greenland/Closest Data for North Pole - 440 mi/709 km,Closest Data for North Pole - 440 mi/709 km
Greenland/Danmark Havn,Danmark Havn
Greenland/Diskofjord,Diskofjord
Greenland/Dronning Louise,Dronning Louise
Greenland/Egedesminde,Egedesminde
Greenland/Eismitte,Eismitte
Greenland/Frederiskshab,Frederiskshab
Greenland/Holsteinsborg,Holsteinsborg
Greenland/Igaliku,Igaliku
Greenland/Iginniarfik,Iginniarfik
Greenland/Ikamiut,Ikamiut
Greenland/Ikerasaarsuk,Ikerasaarsuk
Greenland/Ikerasak,Ikerasak
Greenland/Ilimanaq,Ilimanaq
Greenland/Illorsuit,Illorsuit
Greenland/Isortoq,Isortoq
Greenland/Iterlak,Iterlak
Greenland/Itilleq,Itilleq
Greenland/Ittoqqortoormiit,Ittoqqortoormiit
Greenland/Jakobshavn,Jakobshavn
Greenland/Julianehab,Julianehab
Greenland/Kangaamiut,Kangaamiut
Greenland/Kangaatsiaq,Kangaatsiaq
Greenland/Kangerluarsoruseq,Kangerluarsoruseq
Greenland/Kangersuatsiaq,Kangersuatsiaq
Greenland/Kangilínguit,Kangilínguit
Greenland/Kapisillit,Kapisillit
Greenland/Kolen,Kolen
Greenland/Kraulshavn,Kraulshavn
Greenland/Kroyers Holme,Kroyers Holme
Greenland/Kullorsuaq,Kullorsuaq
Greenland/Kulusuk,Kulusuk
Greenland/Kuummiit,Kuummiit
Greenland/Lichtenau,Lichtenau
Greenland/Maarmorilik,Maarmorilik
Greenland/Majestic Bay Settlement,Majestic Bay Settlement
Greenland/Meyer Bjerg,Meyer Bjerg
Greenland/Moriusaq,Moriusaq
Greenland/Naajat,Naajat
Greenland/Nanortalik,Nanortalik
Greenland/Napasoq,Napasoq
Greenland/Napasorsuaq,Napasorsuaq
Greenland/Narsaq,Narsaq
Greenland/Narsarsuaq,Narsarsuaq
Greenland/Neriunaq,Neriunaq
Greenland/Niaqornaarsuk,Niaqornaarsuk
Greenland/Niaqornat,Niaqornat
Greenland/Nord,Nord
Greenland/Nugssuta,Nugssuta
Greenland/Nuugaatsiaq,Nuugaatsiaq
Greenland/Nuuk,Nuuk
Greenland/Oqaitsut,Oqaitsut
Greenland/Paamiut,Paamiut
Greenland/Pituffik,Pituffik
Greenland/Qaarsut,Qaarsut
Greenland/Qallimiut,Qallimiut
Greenland/Qasigiannguit,Qasigiannguit
Greenland/Qassiarsuk,Qassiarsuk
Greenland/Qassimiut,Qassimiut
Greenland/Qeqertaq,Qeqertaq
Greenland/Qeqertarsuaq,Qeqertarsuaq
Greenland/Qeqertarsuatsiaat,Qeqertarsuatsiaat
Greenland/Qeqertat,Qeqertat
Greenland/Qernertuarssuit,Qernertuarssuit
Greenland/Qooqqut,Qooqqut
Greenland/Qoornoq,Qoornoq
Greenland/Saarloq,Saarloq
Greenland/Saattut,Saattut
Greenland/Saqqamiut,Saqqamiut
Greenland/Saqqaq,Saqqaq
Greenland/Sarfannguaq,Sarfannguaq
Greenland/Savissivik,Savissivik
Greenland/Sermiligaaq,Sermiligaaq
Greenland/Siorapaluk,Siorapaluk
Greenland/Sisimiut,Sisimiut
Greenland/Sondre Stromfjord,Sondre Stromfjord
Greenland/Tasiusaq,Tasiusaq
Greenland/Thule,Thule
Greenland/Timerliit,Timerliit
Greenland/Tiniteqilaaq,Tiniteqilaaq
Greenland/Ukkusissat,Ukkusissat
Greenland/Umiiuik,Umiiuik
Greenland/Upernaviarsuk,Upernaviarsuk
Greenland/Upernavik,Upernavik
Greenland/Upernavik Kujalleq,Upernavik Kujalleq
Greenland/Uummanaq,Uummanaq
Greenland/Uummannaq,Uummannaq
Guadeloupe/Basse-Terre,Basse-Terre
Guam/Agana,Agana
Guam/Asatdas,Asatdas
Guatemala/Guatemala City,Guatemala City
Guatemala/Puerto Barrios,Puerto Barrios
Guatemala/Retalhuleu,Retalhuleu
Guatemala/San Jose,San Jose
Guinea-Bissau/Bissau,Bissau
Guinea-Bissau/Bissorã,Bissorã
Guinea-Bissau/Buba,Buba
Guinea-Bissau/Bubaque,Bubaque
Guinea-Bissau/Cacheu,Cacheu
Guinea-Bissau/Canchungo,Canchungo
Guinea-Bissau/Catao Joninque,Catao Joninque
Guinea-Bissau/Catió,Catió
Guinea-Bissau/Farim,Farim
Guinea-Bissau/Gabú,Gabú
Guinea-Bissau/Mansôa,Mansôa
Guinea-Bissau/Quebo,Quebo
Guinea-Bissau/Quinhámel,Quinhámel
Guinea/Beyla,Beyla
Guinea/Boffa,Boffa
Guinea/Conakry,Conakry
Guinea/Coyah,Coyah
Guinea/Dabola,Dabola
Guinea/Dalaba,Dalaba
Guinea/Dinguiraye,Dinguiraye
Guinea/Dubréka,Dubréka
Guinea/Forécariah,Forécariah
Guinea/Fria,Fria
Guinea/Gaoual,Gaoual
Guinea/Gueckedou,Gueckedou
Guinea/Kankan,Kankan
Guinea/Kimbo,Kimbo
Guinea/Koubia,Koubia
Guinea/Kouroussa,Kouroussa
Guinea/Kérouané,Kérouané
Guinea/Labe,Labe
Guinea/Lola,Lola
Guinea/Lélouma,Lélouma
Guinea/Mali,Mali
Guinea/Mandiana,Mandiana
Guinea/Mandékoté,Mandékoté
Guinea/Nzerekore,Nzerekore
Guinea/Pita,Pita
Guinea/Port Kamsar,Port Kamsar
Guinea/Sanguéya,Sanguéya
Guinea/Tokonou,Tokonou
Guinea/Tondon,Tondon
Guinea/Tougué,Tougué
Guinea/Télimélé,Télimélé
Guinea/Yomou,Yomou
Guinea/Youkounkoun,Youkounkoun
Guyana/Anna Regina,Anna Regina
Guyana/Enachu Landing,Enachu Landing
Guyana/Lethem,Lethem
Guyana/Linden,Linden
Guyana/Low Wood,Low Wood
Guyana/Mabaruma,Mabaruma
Guyana/Mahaica Village,Mahaica Village
Guyana/Mahaicony Village,Mahaicony Village
Guyana/Mahdia,Mahdia
Guyana/Mazaruni,Mazaruni
Guyana/New Amsterdam,New Amsterdam
Guyana/Parika,Parika
Guyana/Rosignol,Rosignol
Guyana/Skeldon,Skeldon
Guyana/Vreed-en-Hoop,Vreed-en-Hoop
Haiti/Acul du Nord,Acul du Nord
Haiti/Anse à Galets,Anse à Galets
Haiti/Anse-à-Pitres,Anse-à-Pitres
Haiti/Belle-Anse,Belle-Anse
Haiti/Cap-Haïtien,Cap-Haïtien
Haiti/Caracol,Caracol
Haiti/Carice,Carice
Haiti/Carrefour,Carrefour
Haiti/Cavaillon,Cavaillon
Haiti/Cayes Jacmel,Cayes Jacmel
Haiti/Cerca la Source,Cerca la Source
Haiti/Chambellan,Chambellan
Haiti/Chantal,Chantal
Haiti/Chardonnière,Chardonnière
Haiti/Corail,Corail
Haiti/Dame-Marie,Dame-Marie
Haiti/Delmas 73,Delmas 73
Haiti/Dérac,Dérac
Haiti/Ennery,Ennery
Haiti/Ferrier,Ferrier
Haiti/Fond Parisien,Fond Parisien
Haiti/Fond Verrettes,Fond Verrettes
Haiti/Fond des Blancs,Fond des Blancs
Haiti/Gonaïves,Gonaïves
Haiti/Grand Goâve,Grand Goâve
Haiti/Grande Saline,Grande Saline
Haiti/Gros Morne,Gros Morne
Haiti/Hinche,Hinche
Haiti/Jacmel,Jacmel
Haiti/Jean-Rabel,Jean-Rabel
Haiti/Jérémie,Jérémie
Haiti/Kenscoff,Kenscoff
Haiti/L'Asile,L'Asile
Haiti/Lascahobas,Lascahobas
Haiti/Le Borgne,Le Borgne
Haiti/Les Cayes,Les Cayes
Haiti/Limbé,Limbé
Haiti/Limonade,Limonade
Haiti/Léogâne,Léogâne
Haiti/Marigot,Marigot
Haiti/Maïssade,Maïssade
Haiti/Miragoâne,Miragoâne
Haiti/Mirebalais,Mirebalais
Haiti/Moron,Moron
Haiti/Môle Saint-Nicolas,Môle Saint-Nicolas
Haiti/Ouanaminthe,Ouanaminthe
Haiti/Petit Goâve,Petit Goâve
Haiti/Petite Rivière de Nippes,Petite Rivière de Nippes
Haiti/Phaéton,Phaéton
Haiti/Pignon,Pignon
Haiti/Pilate,Pilate
Haiti/Port-au-Prince,Port-au-Prince
Haiti/Port-de-Paix,Port-de-Paix
Haiti/Saint-Jean du Sud,Saint-Jean du Sud
Haiti/Saint-Louis du Sud,Saint-Louis du Sud
Haiti/Saint-Marc,Saint-Marc
Haiti/Saint-Raphaël,Saint-Raphaël
Haiti/Terre Neuve,Terre Neuve
Haiti/Thiote,Thiote
Haiti/Thomassique,Thomassique
Haiti/Thomazeau,Thomazeau
Haiti/Tiburon,Tiburon
Haiti/Torbeck,Torbeck
Haiti/Verrettes,Verrettes
Holy See/Vatican City,Vatican City
Honduras/Amapala,Amapala
Honduras/Islas del Cisne,Islas del Cisne
Honduras/La Ceiba,La Ceiba
Honduras/La Paz,La Paz
Honduras/San Pedro Sula,San Pedro Sula
Honduras/Tegucigalpa,Tegucigalpa
Honduras/Tela,Tela
Hungary/Budapest,Budapest
Hungary/Debrecen,Debrecen
Hungary/Gyor,Gyor
Hungary/Keszthely,Keszthely
Hungary/Miskolc,Miskolc
Hungary/Nagykanizsa,Nagykanizsa
Hungary/Pecs,Pecs
Hungary/Siofok,Siofok
Hungary/Szolnok,Szolnok
Hungary/Zok,Zok
Iceland/Akureyri,Akureyri
Iceland/Egilsstadhir,Egilsstadhir
Iceland/Grimsey,Grimsey
Iceland/Kirkjubaejarklaustur,Kirkjubaejarklaustur
Iceland/Raufarhofn,Raufarhofn
Iceland/Saudarkrokur,Saudarkrokur
Iceland/Skeioflotur,Skeioflotur
Iceland/Vestmannaeyjar,Vestmannaeyjar
India/Agartala,Agartala
India/Agra,Agra
India/Ahmedabad,Ahmedabad
India/Allahabad,Allahabad
India/Ambala,Ambala
India/Amritsar,Amritsar
India/Anantapur,Anantapur
India/Arrah,Arrah
India/Asansol,Asansol
India/Aurangabad,Aurangabad
India/Baga,Baga
India/Bahraich,Bahraich
India/Baleshwar,Baleshwar
India/Bangalore,Bangalore
India/Bareilly,Bareilly
India/Barmer,Barmer
India/Baroda,Baroda
India/Belgaum,Belgaum
India/Bhavnagar,Bhavnagar
India/Bhopal,Bhopal
India/Bhubaneswar,Bhubaneswar
India/Bhuj,Bhuj
India/Bikaner,Bikaner
India/Brahmapur,Brahmapur
India/Calangute,Calangute
India/Calcutta,Calcutta
India/Calicut,Calicut
India/Candolim,Candolim
India/Car Nicobar Island,Car Nicobar Island
India/Chakulia,Chakulia
India/Chandigarh,Chandigarh
India/Chennai,Chennai
India/Cochin,Cochin
India/Coimbatore,Coimbatore
India/Daman,Daman
India/Darbhanga,Darbhanga
India/Delhi,Delhi
India/Dhubri,Dhubri
India/Dibrugarh,Dibrugarh
India/Diu,Diu
India/Dras,Dras
India/Dwarka,Dwarka
India/Ganganagar,Ganganagar
India/Gangapur,Gangapur
India/Gauhati,Gauhati
India/Gorakhpur,Gorakhpur
India/Gwalior,Gwalior
India/Halwara,Halwara
India/Hasimara,Hasimara
India/Hisar,Hisar
India/Hyderabad,Hyderabad
India/Indore,Indore
India/Jabalpur,Jabalpur
India/Jagdalpur,Jagdalpur
India/Jaipur,Jaipur
India/Jalpaiguri,Jalpaiguri
India/Jammu,Jammu
India/Jamshedpur,Jamshedpur
India/Jharsuguda,Jharsuguda
India/Jollundur,Jollundur
India/Jorhat,Jorhat
India/Kanpur,Kanpur
India/Kharagpur,Kharagpur
India/Kota,Kota
India/Kumbhir,Kumbhir
India/Lucknow,Lucknow
India/Ludhiana,Ludhiana
India/Machilipatnam,Machilipatnam
India/Madikeri,Madikeri
